1	oekr2d5w	10.97784901	1
1	dv9m19yk	10.89377975	2
1	u7u75sl0	10.81562042	3
1	gdfxiosc	10.62120914	4
1	rzpbpxw2	10.55826187	5
1	rtw8m00s	10.50631142	6
1	vc78113o	10.50479603	7
1	v04vu1f5	10.43552494	8
1	raddzrns	10.41543198	9
1	rjjuda02	10.41216850	10
1	vx7ebtbp	10.40864658	11
1	ei89dddm	10.40431690	12
1	ai39ny9y	10.38067627	13
1	9efi8hf9	10.36956978	14
1	3otc2ac1	10.34735394	15
1	k9lcpjyo	10.34648609	16
1	e6h1qvdk	10.34497547	17
1	ec8lpgl3	10.34070015	18
1	kgifmjvb	10.32812500	19
1	n15i01tn	10.32334328	20
1	8c9w1g2y	10.31703186	21
1	ds74ie94	10.30497932	22
1	3ll2tlzr	10.30250740	23
1	4vnheihi	10.29396534	24
1	vpgexjvv	10.28605270	25
1	3fiz0tqy	10.27855015	26
1	kdjvcd1w	10.27453423	27
1	faitrc5v	10.26536179	28
1	agchvvx9	10.26489639	29
1	a09wfmj9	10.25013542	30
1	pvrp8u8n	10.24751568	31
1	te1bf690	10.24723911	32
1	e4uzvmmh	10.24661827	33
1	6dvm6vsx	10.23841667	34
1	ki7bn67o	10.23563766	35
1	lfzarxk2	10.23553658	36
1	d11cj86k	10.21996117	37
1	dtv7to3l	10.18646145	38
1	gs7j6fxo	10.16084766	39
1	qp4efhwq	10.16029930	40
1	7ow2dc7u	10.12635040	41
1	6yfj4co0	10.11803627	42
1	tepz74ow	10.09918880	43
1	n4v4n8d1	10.09791946	44
1	0em5sf3g	10.09203434	45
1	2sjsxf96	10.08832836	46
1	hmvo5b0q	10.08599949	47
1	7u41zswj	10.08569527	48
1	wmfcey6f	10.08552361	49
1	2l457ism	10.08338928	50
1	h2m0rhk1	10.07222748	51
1	1q2gqh22	10.07222748	52
1	oip5m9br	10.06732845	53
1	l1nvnvkg	10.06351376	54
1	eimqd5b9	10.06309319	55
1	5x4k9b7j	10.06130314	56
1	sqrn6kjy	10.05858612	57
1	1aj04b74	10.05751038	58
1	ug4woykc	10.05744743	59
1	8yr41aa8	10.05430698	60
1	9zjtwp19	10.05321884	61
1	q21fwlcu	10.03518677	62
1	v0g12cne	10.02716446	63
1	f1b2olzt	10.02338219	64
1	rgqfp2yw	10.01015186	65
1	ls147m43	10.00148487	66
1	u2n65e3w	10.00114822	67
1	wylgq06i	10.00053596	68
1	47pszpgp	9.99595261	69
1	gerhoy8w	9.98910332	70
1	xfgonf9w	9.98910332	71
1	3njzz1yi	9.98670292	72
1	lop3va1f	9.98499966	73
1	n6jgr1kx	9.98354530	74
1	pcfsl3g5	9.98223114	75
1	ar3b23zq	9.97546196	76
1	k1dkbg32	9.97239017	77
1	sc02fyqs	9.96862030	78
1	w0vm70no	9.96841049	79
1	m2z29f1f	9.96607494	80
1	ixqp4t01	9.95743561	81
1	3ub6b6up	9.95164776	82
1	jmd3uxh5	9.95079994	83
1	v0bt747q	9.95058441	84
1	ac25do65	9.94545174	85
1	fw5qrkpo	9.94247055	86
1	356vat73	9.94058132	87
1	heysgffz	9.93909454	88
1	qp0h50t3	9.92849541	89
1	c34c2kqs	9.92435551	90
1	iwkrbrli	9.92256546	91
1	wka9zbkk	9.91237926	92
1	lm9urlat	9.91218376	93
1	whflvae3	9.91042519	94
1	vgtc0k3a	9.90782452	95
1	mwxy0yt4	9.90441227	96
1	5ylq8jps	9.89628220	97
1	opm8pghh	9.88920689	98
1	3chs390a	9.88872814	99
1	l2wzr3w1	9.88859463	100
1	ipl6189w	9.88830566	101
1	5afebqwt	9.88804626	102
1	8lmrft9m	9.88561630	103
1	g1k3zlax	9.87886333	104
1	9we99jlm	9.87488937	105
1	r2ynbnxx	9.87370396	106
1	05rbx9y4	9.87213802	107
1	nmx91h0a	9.86331558	108
1	tyby1q9o	9.86269760	109
1	105q161g	9.86031151	110
1	41378qru	9.85964012	111
1	x51o4gyn	9.85815620	112
1	c0cpx2q3	9.85447693	113
1	w7ej6jfg	9.85434151	114
1	g62tz7b7	9.85244560	115
1	jwxt4ygt	9.85037231	116
1	1ju9o62u	9.85007858	117
1	0xnjw716	9.84788322	118
1	hyvwk3h9	9.84770393	119
1	h0kznnuw	9.84520721	120
1	k6hh7yft	9.84343147	121
1	ew5eaeg2	9.84235573	122
1	85i0k0hw	9.83540535	123
1	cowt4c2c	9.83236217	124
1	7yutc80z	9.82477760	125
1	jg20ouix	9.82421684	126
1	jsda2v4y	9.82320499	127
1	t6olma6l	9.82067490	128
1	ae89quvg	9.81610107	129
1	3gbxbg5f	9.81610107	130
1	mq4b2rw2	9.81456375	131
1	zj4cy1m7	9.81205368	132
1	poegk6gq	9.80963039	133
1	qji0itn0	9.80742931	134
1	57q0buzy	9.80591965	135
1	cksdrhwi	9.80539417	136
1	34ytd87a	9.80296135	137
1	kxsp23yr	9.80040073	138
1	al71nyf6	9.79982758	139
1	ukgrkfd7	9.79785919	140
1	33qcoxyx	9.79603672	141
1	p3681yit	9.79079437	142
1	szsb1oan	9.79028130	143
