1	oekr2d5w	10.97784901	1
1	dv9m19yk	10.89377975	2
1	u7u75sl0	10.81562233	3
1	gdfxiosc	10.62120914	4
1	rzpbpxw2	10.55826187	5
1	rtw8m00s	10.50631142	6
1	vc78113o	10.50479603	7
1	v04vu1f5	10.43552494	8
1	raddzrns	10.41543198	9
1	rjjuda02	10.41216850	10
1	vx7ebtbp	10.40864658	11
1	ei89dddm	10.40431690	12
1	ai39ny9y	10.38067627	13
1	9efi8hf9	10.36957073	14
1	3otc2ac1	10.34735394	15
1	k9lcpjyo	10.34648609	16
1	e6h1qvdk	10.34497547	17
1	ec8lpgl3	10.34070015	18
1	kgifmjvb	10.32812500	19
1	n15i01tn	10.32334328	20
1	8c9w1g2y	10.31703186	21
1	ds74ie94	10.30497932	22
1	3ll2tlzr	10.30250740	23
1	4vnheihi	10.29396534	24
1	vpgexjvv	10.28605270	25
1	3fiz0tqy	10.27855110	26
1	kdjvcd1w	10.27453423	27
1	faitrc5v	10.26536179	28
1	agchvvx9	10.26489639	29
1	a09wfmj9	10.25013542	30
1	pvrp8u8n	10.24751568	31
1	te1bf690	10.24723911	32
1	e4uzvmmh	10.24661827	33
1	6dvm6vsx	10.23841667	34
1	ki7bn67o	10.23563766	35
1	lfzarxk2	10.23553658	36
1	d11cj86k	10.21996117	37
1	dtv7to3l	10.18646240	38
1	gs7j6fxo	10.16084766	39
1	qp4efhwq	10.16029930	40
1	7ow2dc7u	10.12635040	41
1	6yfj4co0	10.11803627	42
1	tepz74ow	10.09918880	43
1	n4v4n8d1	10.09791946	44
1	0em5sf3g	10.09203529	45
1	2sjsxf96	10.08832836	46
1	hmvo5b0q	10.08599949	47
1	7u41zswj	10.08569527	48
1	wmfcey6f	10.08552361	49
1	2l457ism	10.08338928	50
2	3dgd54xr	12.45537376	1
2	cjfd3fwa	12.36094666	2
2	hnbnr731	12.28450584	3
2	k2ln29xu	12.14471245	4
2	8xwirqgg	12.08678722	5
2	qiuwllg2	12.06207848	6
2	aa0wojth	12.04055595	7
2	p6md24r8	12.02115250	8
2	eiek6olk	12.00283241	9
2	2tfu7g75	11.97651100	10
2	lx4rb7vz	11.97577667	11
2	21iuob1x	11.94796562	12
2	e0bp8cuj	11.94573021	13
2	w7ycc07b	11.88584042	14
2	r1yjphnn	11.87327576	15
2	lisul874	11.84212017	16
2	8muqsp9b	11.83820152	17
2	ar0om0n6	11.83625984	18
2	96ijip97	11.82826996	19
2	9eso10is	11.81057739	20
2	xs2xy0av	11.80852127	21
2	3q1v4amf	11.80499458	22
2	p8p6e72k	11.80147743	23
2	nra6qoam	11.77984619	24
2	4068kzp0	11.77581024	25
2	qqr5hvbw	11.77555466	26
2	wuvc2v3w	11.71406746	27
2	ww1rgcds	11.69471073	28
2	v4u85129	11.69457054	29
2	zep3rot9	11.68247986	30
2	cgz9rhmx	11.67249298	31
2	urr5iuy2	11.67032242	32
2	j4oebeur	11.66966057	33
2	mgy02z5s	11.66781807	34
2	x3b6j5d0	11.66099930	35
2	miyvn7vd	11.65548134	36
2	16ofs0pu	11.63755798	37
2	3p5jdg5u	11.63225937	38
2	4ry9b68l	11.63221550	39
2	yd77xfg2	11.62895203	40
2	swuf5k2u	11.62343407	41
2	3d04p4xp	11.62237358	42
2	eqfz0wpm	11.60470772	43
2	jrdr219f	11.60283470	44
2	7jlaxydr	11.59007263	45
2	sneqefec	11.58941841	46
2	97odkwtx	11.58138084	47
2	zespmk29	11.58083439	48
2	hi9tk3pw	11.57410622	49
2	3svnvozz	11.57374573	50
3	6v1ydxwi	17.07408333	1
3	88px7oq2	17.00462723	2
3	vqnkdskx	16.89381027	3
3	6jr3z9wx	16.83581161	4
3	pcyscqux	16.80180359	5
3	rsz7ch2a	16.75854874	6
3	rs79r7kc	16.72574806	7
3	wasae5ls	16.59399414	8
3	8earvduw	16.29062653	9
3	87b87mys	16.28812408	10
3	u5nxm9tu	16.27404785	11
3	yzffm05r	16.25135994	12
3	hechmemo	16.23963165	13
3	qfy7jyez	16.22586632	14
3	ismwpj1r	16.22270012	15
3	342thf3o	16.19216537	16
3	2skjqwis	16.14251328	17
3	l9bnmtxu	16.12784004	18
3	aed6psww	16.12691307	19
3	vl3j05bs	16.12245941	20
3	tt8md61t	16.10481644	21
3	g12i1jig	16.09514999	22
3	01q4pu9k	16.09069443	23
3	528p64iu	16.09027481	24
3	dd836h0r	16.08214188	25
3	8e1fkafa	16.06641197	26
3	eml8uilb	16.05718994	27
3	59cuhfi5	16.03819275	28
3	j7dmxpaf	16.01591301	29
3	jfe8neec	16.01204872	30
3	bwxktvsz	16.00641632	31
3	0l86swz1	16.00346756	32
3	0p402vmi	16.00062180	33
3	bcqdm2b1	15.99996185	34
3	dqs21e0q	15.98742676	35
3	38mhmxvd	15.96382999	36
3	rq5nqm92	15.94828320	37
3	r7ahl9gd	15.94341946	38
3	8i1u1a9t	15.93204212	39
3	drj3al9t	15.93194675	40
3	gxhztof5	15.92124271	41
3	buwz6lu3	15.91680241	42
3	mr8s7ocn	15.91331196	43
