46	174045	11.83377457	1
46	134030	11.59446239	2
46	66227	11.58033752	3
46	283376	11.45529652	4
46	333472	11.36809826	5
46	161847	11.20084858	6
46	209714	11.17923450	7
46	208607	11.10696983	8
46	138428	10.99927235	9
46	184777	10.83065319	10
187	68733	8.50683975	1
187	68732	8.20654869	2
187	188	8.06193542	3
187	258306	7.57667160	4
187	528173	7.56972933	5
187	394711	7.47429943	6
187	258305	7.46578407	7
187	202157	7.35632944	8
187	293543	7.35303259	9
187	387925	7.31420755	10
273	274	12.49616814	1
273	69761	11.13108921	2
273	43289	10.98124981	3
273	350458	10.65058708	4
273	301623	10.63803101	5
273	267300	10.57074738	6
273	358302	10.52327633	7
273	92773	10.43387222	8
273	287181	10.32738876	9
273	463230	10.26719475	10
313	355262	20.67988968	1
313	281455	20.62196159	2
313	198942	20.47450638	3
313	198943	20.02557755	4
313	71655	19.85017014	5
313	71619	19.73473358	6
313	314	19.67357445	7
313	71207	19.46741486	8
313	88846	19.41765976	9
313	156733	19.29442406	10
359	360	8.37437248	1
359	117524	7.10349941	2
359	475320	7.00418520	3
359	450305	6.92849636	4
359	234662	6.91153145	5
359	310650	6.83636332	6
359	315750	6.72225380	7
359	537407	6.57109165	8
359	93453	6.43571424	9
359	275133	6.42024994	10
493	494	9.85754585	1
493	356016	8.00203133	2
493	287036	7.61848450	3
493	531840	7.56420517	4
493	246222	7.50282001	5
493	421818	7.34832287	6
493	174313	7.32707214	7
493	133459	7.21722507	8
493	145216	7.06116343	9
493	168920	6.98451948	10
589	340405	22.24683762	1
589	533908	21.76639175	2
589	280686	21.02498817	3
589	280687	20.74127769	4
589	334417	20.59028244	5
589	533909	20.43705940	6
589	299611	20.06088638	7
589	391169	19.94712830	8
589	279753	19.92802811	9
589	193729	19.83259010	10
607	32637	8.15513420	1
607	143831	6.79526615	2
607	214717	6.77773142	3
607	265200	6.42023849	4
607	123894	6.41138220	5
607	32638	6.19777393	6
607	606	6.19363451	7
607	465879	6.19363213	8
607	121270	6.15616846	9
607	49456	6.12726212	10
615	614	17.95388031	1
615	277299	12.04401970	2
615	286768	11.93712616	3
615	312815	11.85772610	4
615	259322	11.59653187	5
615	533052	11.58575821	6
615	463014	11.48396587	7
615	463013	11.45162773	8
615	149086	11.44643974	9
615	153168	11.27500916	10
616	443340	12.30977726	1
616	71914	12.29115868	2
616	71915	12.08598137	3
616	486651	12.03644085	4
616	617	12.03552341	5
616	165789	12.02106094	6
616	165790	11.98096848	7
616	448674	11.60802460	8
616	258322	10.66817093	9
616	481687	10.57991791	10
639	31503	11.96253395	1
639	468758	11.89022160	2
639	29691	11.65283489	3
639	74242	11.62765503	4
639	94062	11.42289925	5
639	83825	11.29143333	6
639	507608	11.26000977	7
