1	oekr2d5w	10.97784901	1
1	dv9m19yk	10.89377975	2
1	u7u75sl0	10.81562233	3
1	gdfxiosc	10.62120914	4
1	rzpbpxw2	10.55826187	5
1	rtw8m00s	10.50631142	6
1	vc78113o	10.50479603	7
1	v04vu1f5	10.43552494	8
1	raddzrns	10.41543198	9
1	rjjuda02	10.41216850	10
1	vx7ebtbp	10.40864658	11
1	ei89dddm	10.40431690	12
1	ai39ny9y	10.38067627	13
1	9efi8hf9	10.36957073	14
1	3otc2ac1	10.34735394	15
1	k9lcpjyo	10.34648609	16
1	e6h1qvdk	10.34497547	17
1	ec8lpgl3	10.34070015	18
1	kgifmjvb	10.32812500	19
1	n15i01tn	10.32334328	20
1	8c9w1g2y	10.31703186	21
1	ds74ie94	10.30497932	22
1	3ll2tlzr	10.30250740	23
1	4vnheihi	10.29396534	24
1	vpgexjvv	10.28605270	25
1	3fiz0tqy	10.27855110	26
1	kdjvcd1w	10.27453423	27
1	faitrc5v	10.26536179	28
1	agchvvx9	10.26489639	29
1	a09wfmj9	10.25013542	30
1	pvrp8u8n	10.24751568	31
1	te1bf690	10.24723911	32
1	e4uzvmmh	10.24661827	33
1	6dvm6vsx	10.23841667	34
1	ki7bn67o	10.23563766	35
1	lfzarxk2	10.23553658	36
1	d11cj86k	10.21996117	37
1	dtv7to3l	10.18646240	38
1	gs7j6fxo	10.16084766	39
1	qp4efhwq	10.16029930	40
1	7ow2dc7u	10.12635040	41
1	6yfj4co0	10.11803627	42
1	tepz74ow	10.09918880	43
1	n4v4n8d1	10.09791946	44
1	0em5sf3g	10.09203529	45
1	2sjsxf96	10.08832836	46
1	hmvo5b0q	10.08599949	47
1	7u41zswj	10.08569527	48
1	wmfcey6f	10.08552361	49
1	2l457ism	10.08338928	50
1	h2m0rhk1	10.07222652	51
1	1q2gqh22	10.07222652	52
1	oip5m9br	10.06732845	53
1	l1nvnvkg	10.06351376	54
1	eimqd5b9	10.06309319	55
1	5x4k9b7j	10.06130314	56
1	sqrn6kjy	10.05858612	57
1	1aj04b74	10.05751038	58
1	ug4woykc	10.05744648	59
1	8yr41aa8	10.05430698	60
1	9zjtwp19	10.05321884	61
1	q21fwlcu	10.03518772	62
1	v0g12cne	10.02716446	63
1	f1b2olzt	10.02338219	64
1	rgqfp2yw	10.01015186	65
1	ls147m43	10.00148487	66
1	u2n65e3w	10.00114822	67
1	wylgq06i	10.00053596	68
1	47pszpgp	9.99595261	69
1	gerhoy8w	9.98910332	70
1	xfgonf9w	9.98910332	71
1	3njzz1yi	9.98670292	72
1	lop3va1f	9.98499966	73
1	n6jgr1kx	9.98354530	74
1	pcfsl3g5	9.98223114	75
1	ar3b23zq	9.97546196	76
1	k1dkbg32	9.97239017	77
1	sc02fyqs	9.96862221	78
1	w0vm70no	9.96841049	79
1	m2z29f1f	9.96607494	80
1	ixqp4t01	9.95743656	81
1	3ub6b6up	9.95164776	82
1	jmd3uxh5	9.95079994	83
1	v0bt747q	9.95058441	84
1	ac25do65	9.94545174	85
1	fw5qrkpo	9.94247055	86
1	356vat73	9.94058132	87
1	heysgffz	9.93909454	88
1	qp0h50t3	9.92849445	89
1	c34c2kqs	9.92435551	90
1	iwkrbrli	9.92256546	91
1	wka9zbkk	9.91238022	92
1	lm9urlat	9.91218376	93
1	whflvae3	9.91042519	94
1	vgtc0k3a	9.90782356	95
1	mwxy0yt4	9.90441227	96
1	5ylq8jps	9.89628220	97
1	opm8pghh	9.88920689	98
1	3chs390a	9.88872814	99
1	l2wzr3w1	9.88859463	100
2	3dgd54xr	12.45537376	1
2	cjfd3fwa	12.36094666	2
2	hnbnr731	12.28450584	3
2	k2ln29xu	12.14471245	4
2	8xwirqgg	12.08678722	5
2	qiuwllg2	12.06207848	6
2	aa0wojth	12.04055595	7
2	p6md24r8	12.02115250	8
2	eiek6olk	12.00283241	9
2	2tfu7g75	11.97651100	10
2	lx4rb7vz	11.97577667	11
2	21iuob1x	11.94796562	12
2	e0bp8cuj	11.94573021	13
2	w7ycc07b	11.88584042	14
2	r1yjphnn	11.87327576	15
2	lisul874	11.84212017	16
2	8muqsp9b	11.83820152	17
2	ar0om0n6	11.83625984	18
2	96ijip97	11.82826996	19
2	9eso10is	11.81057739	20
2	xs2xy0av	11.80852127	21
2	3q1v4amf	11.80499458	22
2	p8p6e72k	11.80147743	23
2	nra6qoam	11.77984619	24
2	4068kzp0	11.77581024	25
2	qqr5hvbw	11.77555466	26
2	wuvc2v3w	11.71406746	27
2	ww1rgcds	11.69471073	28
2	v4u85129	11.69457054	29
2	zep3rot9	11.68247986	30
2	cgz9rhmx	11.67249298	31
2	urr5iuy2	11.67032242	32
2	j4oebeur	11.66966057	33
2	mgy02z5s	11.66781807	34
2	x3b6j5d0	11.66099930	35
2	miyvn7vd	11.65548134	36
2	16ofs0pu	11.63755798	37
2	3p5jdg5u	11.63225937	38
2	4ry9b68l	11.63221550	39
2	yd77xfg2	11.62895203	40
2	swuf5k2u	11.62343407	41
2	3d04p4xp	11.62237358	42
2	eqfz0wpm	11.60470772	43
