8	65404	18.12313080	1
8	564553	16.14041138	2
8	590102	15.38617992	3
8	309023	15.26092052	4
8	318108	14.96626949	5
8	188893	14.94813824	6
8	86852	14.88091850	7
8	301833	14.77689934	8
8	261856	14.65232658	9
8	212713	14.29274082	10
8	596549	14.29004288	11
8	489199	14.03156948	12
8	12655	14.00691605	13
8	499889	13.85383606	14
8	449082	13.73048973	15
8	231279	13.65648079	16
8	329810	13.65011978	17
8	175196	13.64723015	18
8	457013	13.58684921	19
8	566392	13.57125473	20
15	284528	12.79940414	1
15	224000	12.55514908	2
15	420483	11.84466457	3
15	348480	11.74984169	4
15	466146	11.62203217	5
15	325273	11.60470295	6
15	337099	11.56636810	7
15	229251	11.49825478	8
15	151758	11.33583069	9
15	359387	11.26376343	10
15	538603	11.19690418	11
15	61057	11.11337280	12
15	435404	11.10573864	13
15	262405	10.99560070	14
15	92132	10.96371078	15
15	204288	10.93426991	16
15	433035	10.86489296	17
15	159837	10.81968784	18
15	170294	10.77898598	19
15	374100	10.77632523	20
18	377152	9.11109161	1
18	140097	8.87864017	2
18	58611	8.66439915	3
18	355513	8.40320587	4
18	397510	8.32912731	5
18	483354	8.31806087	6
18	88124	8.15925407	7
18	200023	8.07154942	8
18	391403	8.05537987	9
18	268257	8.04611588	10
18	78486	7.99230623	11
18	80866	7.81232452	12
18	385484	7.78800344	13
18	596549	7.77980900	14
18	504317	7.72330666	15
18	77818	7.71801281	16
18	172518	7.67390919	17
18	178942	7.65848732	18
18	75920	7.63068771	19
18	8415	7.62702656	20
26	483354	7.87668037	1
26	350819	7.72500849	2
26	500755	7.62465096	3
26	180071	7.44469929	4
26	470513	7.42494345	5
26	79136	7.41643143	6
26	176284	7.39787149	7
26	580172	7.37349796	8
26	336468	7.33193111	9
26	227910	7.33064079	10
26	24138	7.25462818	11
26	6341	7.22342825	12
26	128913	7.15979576	13
26	85517	7.13227320	14
26	274832	7.08602715	15
26	332979	7.04771852	16
26	553955	6.96285677	17
26	8892	6.93109512	18
26	285255	6.88459110	19
26	61706	6.88196182	20
34	551545	7.05668354	1
34	217557	6.84807777	2
34	168890	6.80175972	3
34	470267	6.57579994	4
34	483268	6.56186008	5
34	64459	6.53382683	6
34	89202	6.53267622	7
34	260998	6.51770830	8
34	357555	6.50544930	9
34	458917	6.49476194	10
34	8276	6.47820377	11
34	514968	6.44425344	12
34	179606	6.44349670	13
34	456526	6.41750145	14
34	482121	6.39220047	15
34	127664	6.36328316	16
34	591168	6.35749912	17
34	411354	6.34310865	18
34	95340	6.32926464	19
34	387876	6.32796288	20
42	571711	18.38813591	1
42	97719	17.99992752	2
42	272709	17.35908508	3
42	581265	17.33374405	4
42	427469	17.15258789	5
42	31144	17.01822662	6
42	40257	16.58943939	7
42	599876	16.55633545	8
42	305222	16.55204773	9
42	462831	16.33757782	10
42	510863	16.30593872	11
42	363495	16.29977417	12
42	100764	16.27594376	13
42	28764	16.26320267	14
42	536849	16.18494034	15
42	283079	16.03047562	16
42	339488	15.99437904	17
42	331981	15.93184662	18
42	221281	15.82550812	19
42	153377	15.79486179	20
56	181187	10.60992622	1
56	572690	9.99224567	2
56	334107	9.94793510	3
56	414834	9.91551208	4
56	594911	9.68683910	5
56	373059	9.56626129	6
56	524788	9.48783493	7
56	355513	9.38401413	8
56	480287	9.35468578	9
56	11295	9.31473541	10
56	534424	9.28691864	11
56	365092	9.25550270	12
56	562780	9.23968697	13
56	488113	9.18998909	14
56	357520	9.16100502	15
56	270426	9.10070419	16
56	178586	9.08967686	17
56	385881	9.06684875	18
56	108062	8.96812344	19
56	552756	8.95099354	20
68	327002	10.21430969	1
68	333440	10.17120934	2
68	97719	10.14233589	3
68	550647	10.05151653	4
68	571711	9.95610046	5
68	524879	9.92528152	6
68	339488	9.91672325	7
68	246461	9.87942505	8
68	40257	9.83305740	9
68	589416	9.75491238	10
68	18850	9.68128777	11
68	531578	9.67045975	12
68	220063	9.62963295	13
68	338700	9.55401707	14
68	331981	9.55362415	15
68	442142	9.54960251	16
68	434619	9.54818153	17
68	541809	9.50688171	18
68	153377	9.44957256	19
68	107213	9.44913483	20
89	309023	15.49292469	1
89	65404	14.38596725	2
89	508754	14.29678917	3
89	188893	13.88300228	4
89	596427	13.84696102	5
89	48840	13.59472656	6
89	135196	13.56748390	7
89	197862	13.48363590	8
89	529879	13.40956974	9
89	552216	13.32165146	10
89	388147	13.28959656	11
89	308938	13.27667236	12
89	116684	13.14657784	13
89	400230	12.96376228	14
89	29372	12.89629555	15
89	466317	12.89072990	16
89	138934	12.76504135	17
89	98636	12.61437607	18
89	1873	12.57591248	19
89	165397	12.49046421	20
90	80866	12.54206085	1
90	31793	12.42225838	2
90	220022	12.36840630	3
90	352640	12.17740440	4
90	68524	12.01384735	5
90	355513	12.01127815	6
90	452259	11.97503757	7
90	194955	11.79249001	8
90	490489	11.38005447	9
90	360756	11.35507965	10
90	487791	11.30318165	11
90	382908	11.29422760	12
90	346374	11.25861359	13
90	205341	11.17409801	14
90	396968	11.12163353	15
90	454537	11.06751823	16
90	11569	11.06680489	17
90	194899	11.03613091	18
90	70452	11.01726246	19
90	521933	11.01101208	20
94	245447	14.24117661	1
94	354716	13.77357197	2
94	274721	13.16303921	3
94	534277	13.10105133	4
94	201546	12.89533329	5
94	528564	12.55936623	6
94	107213	12.41788197	7
94	378484	12.38263893	8
94	399199	12.33583546	9
94	571711	12.30494404	10
94	562777	12.23886681	11
94	153520	12.21039486	12
94	174714	12.20417976	13
94	106265	12.08906269	14
94	599876	12.08425331	15
94	40257	12.04706001	16
94	100009	12.00604057	17
94	97719	11.98305798	18
94	146657	11.91409492	19
94	18850	11.89719009	20
98	527522	15.96982765	1
98	506149	15.48857689	2
98	129364	15.42130089	3
98	555630	15.28843784	4
98	66034	14.68132973	5
98	304919	14.49917221	6
98	438349	14.30149269	7
98	227568	14.18570900	8
98	259227	14.13287926	9
98	14349	14.09310913	10
98	171189	13.99071312	11
98	373119	13.90539551	12
98	599217	13.89843369	13
98	44574	13.89531708	14
98	134047	13.89246750	15
98	66626	13.89126968	16
98	405281	13.86582565	17
98	265267	13.77866840	18
98	579380	13.75295639	19
98	282826	13.73158741	20
104	575869	15.22770119	1
104	469874	13.16416645	2
104	151412	13.01320839	3
104	324854	12.73973656	4
104	121798	12.62168884	5
104	420544	12.52852631	6
104	466037	12.48572922	7
104	591616	12.41695595	8
104	226197	12.41665077	9
104	259476	12.28150368	10
104	466001	12.23939323	11
104	178586	12.23898125	12
104	407832	12.11642647	13
104	46818	12.07402515	14
104	475273	12.04286098	15
104	229926	12.03322124	16
104	233187	12.03110123	17
104	450779	11.98675156	18
104	368377	11.97649288	19
104	329637	11.96677017	20
106	76695	10.63947296	1
106	61947	10.33321476	2
106	520386	10.27675056	3
106	266209	9.91626644	4
106	151853	9.89878845	5
106	11557	9.87404919	6
106	442142	9.85180664	7
106	177328	9.75559425	8
106	452248	9.66711903	9
106	237395	9.64414692	10
106	392172	9.63616943	11
106	6349	9.58925056	12
106	365410	9.53429413	13
106	547705	9.51443481	14
106	384280	9.48484421	15
106	420915	9.45983887	16
106	475906	9.43438816	17
106	129540	9.41356564	18
106	257613	9.36312580	19
106	598500	9.35593224	20
109	73427	15.95660877	1
109	71569	13.87830162	2
109	109754	13.38161659	3
109	190484	13.28987694	4
109	28758	13.27085495	5
109	297841	13.01240253	6
109	97708	12.95441437	7
109	83346	12.93070316	8
109	77248	12.87500572	9
109	296123	12.78790760	10
109	107584	12.76942253	11
109	192888	12.57299042	12
109	273947	12.47228909	13
109	208219	12.42999840	14
109	226519	12.35270309	15
109	300749	12.32897186	16
109	224438	12.29995918	17
109	500755	12.29122925	18
109	479985	12.22955990	19
109	10180	12.19319439	20
475	366761	15.48879147	1
475	431685	13.34638596	2
475	110282	12.95499420	3
475	121393	12.80358315	4
475	504317	12.70371056	5
475	453961	12.44004822	6
475	341258	12.23921490	7
475	494880	12.22672081	8
475	155490	12.16725922	9
475	72321	12.05058002	10
475	131483	11.96935463	11
475	271772	11.92705727	12
475	355513	11.73823071	13
475	8415	11.70584679	14
475	254158	11.66874695	15
475	341220	11.66230869	16
475	139501	11.63781357	17
475	474962	11.58685398	18
475	220022	11.44925880	19
475	334603	11.38080025	20
503	360491	7.64379025	1
503	240038	7.50321054	2
503	284644	7.38542175	3
503	488379	7.24098969	4
503	243357	7.20410681	5
503	304597	7.17357826	6
503	275418	7.16127205	7
503	187633	7.01484966	8
503	448784	7.00628757	9
503	229276	6.99060726	10
503	219252	6.97104168	11
503	367641	6.96453762	12
503	241349	6.96166754	13
503	32064	6.94930840	14
503	449333	6.93129587	15
503	247908	6.91601944	16
503	91909	6.90011597	17
503	16165	6.86098194	18
503	5181	6.80967903	19
503	122617	6.78140688	20
504	63698	7.88351345	1
504	289982	7.81945705	2
504	483354	7.76619530	3
504	406867	7.75177956	4
504	25543	7.71344948	5
504	503419	7.68195152	6
504	577940	7.65288353	7
504	375537	7.64885998	8
504	430911	7.59821510	9
504	99463	7.57913685	10
504	249643	7.57817173	11
504	562495	7.54691362	12
504	252473	7.51626587	13
504	466712	7.51519680	14
504	160132	7.50641394	15
504	118280	7.48897314	16
504	364361	7.46155262	17
504	143593	7.45343590	18
504	585839	7.45091248	19
504	374443	7.44065189	20
515	334603	9.75633240	1
515	372909	9.32692909	2
515	533457	8.85267639	3
515	449610	8.78247356	4
515	431685	8.76214027	5
515	352589	8.75213432	6
515	574941	8.55939102	7
515	106684	8.50693035	8
515	513606	8.49711990	9
515	341258	8.41851521	10
515	305721	8.29275703	11
515	400119	8.27910995	12
515	59819	8.20232010	13
515	565041	8.18707657	14
515	528516	8.15504646	15
515	240066	8.13365459	16
515	466835	8.12603760	17
515	540334	8.10752392	18
515	327560	8.10576344	19
515	423260	8.10506344	20
529	161020	8.62400246	1
529	251392	8.15185738	2
529	325677	8.07790375	3
529	271568	7.68716526	4
529	552756	7.65847826	5
529	220022	7.47924423	6
529	476262	7.47000313	7
