46	174045	11.83377457	1
46	134030	11.59446239	2
46	66227	11.58033752	3
46	283376	11.45529652	4
46	333472	11.36809826	5
46	161847	11.20084858	6
46	209714	11.17923450	7
46	208607	11.10696983	8
46	138428	10.99927235	9
46	184777	10.83065319	10
46	47309	10.79484272	11
46	5632	10.76908398	12
46	63734	10.76286030	13
46	134031	10.74335861	14
46	23048	10.71280289	15
46	23047	10.69270325	16
46	335683	10.56129456	17
46	188177	10.52992821	18
46	5633	10.47496986	19
46	47308	10.41183949	20
187	68733	8.50683975	1
187	68732	8.20654869	2
187	188	8.06193542	3
187	258306	7.57667160	4
187	528173	7.56972933	5
187	394711	7.47429943	6
187	258305	7.46578407	7
187	202157	7.35632944	8
187	293543	7.35303259	9
187	387925	7.31420755	10
187	528174	7.29713821	11
187	61582	7.15237713	12
187	144864	7.07019901	13
187	64828	7.04207659	14
187	492771	6.98123217	15
187	364823	6.87351322	16
187	434871	6.84215689	17
187	343735	6.82984209	18
187	321224	6.76510906	19
187	25435	6.69948101	20
273	274	12.49616814	1
273	69761	11.13108921	2
273	43289	10.98124981	3
273	350458	10.65058708	4
273	301623	10.63803101	5
273	267300	10.57074738	6
273	358302	10.52327633	7
273	92773	10.43387222	8
273	287181	10.32738876	9
273	463230	10.26719475	10
273	348696	10.24130821	11
273	206629	10.23933601	12
273	132400	10.18208122	13
273	378753	10.09898758	14
273	532567	10.09836102	15
273	359096	10.08540630	16
273	378752	10.06657410	17
273	132399	9.97835922	18
273	333216	9.89904118	19
273	407649	9.85000801	20
313	355262	20.67988968	1
313	281455	20.62196159	2
313	198942	20.47450638	3
313	198943	20.02557755	4
313	71655	19.85017014	5
313	71619	19.73473358	6
313	314	19.67357445	7
313	71207	19.46741486	8
313	88846	19.41765976	9
313	156733	19.29442406	10
313	32182	19.27143478	11
313	205228	19.22300720	12
313	16817	19.17085266	13
313	50997	18.98894882	14
313	49493	18.95576477	15
313	91456	18.93152428	16
313	241826	18.84175873	17
313	341840	18.72792053	18
313	71206	18.69791412	19
313	426226	18.63442039	20
359	360	8.37437248	1
359	117524	7.10349941	2
359	475320	7.00418520	3
359	450305	6.92849636	4
359	234662	6.91153145	5
359	310650	6.83636332	6
359	315750	6.72225380	7
359	537407	6.57109165	8
359	93453	6.43571424	9
359	275133	6.42024994	10
359	315751	6.34292793	11
359	433390	6.33968592	12
359	234661	6.32276630	13
359	266890	6.31667566	14
359	25542	6.31132793	15
359	85520	6.29691696	16
359	459199	6.27046776	17
359	264247	6.21458054	18
359	303988	6.20983553	19
359	460683	6.17205429	20
493	494	9.85754585	1
493	356016	8.00203133	2
493	287036	7.61848450	3
493	531840	7.56420517	4
493	246222	7.50282001	5
493	421818	7.34832287	6
493	174313	7.32707214	7
